BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18
43	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
44	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
45	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
46	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
47	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
48	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
49	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
50	6E-13	1E10	1E10	1E-30	1.13591474425633E-10	1E10	1E-30	1E10	0.258932430854254	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	9.86280375079838E-12	6.64331410778108E-13	5.8912051006656	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
51	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
52	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
53	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
54	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
55	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
56	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
57	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
58	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
59	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
60	7E-13	1E10	1E10	1E-30	1.10803807605326E-10	1E10	1E-30	1E10	0.243784149755408	8.26974230971502E-12	2.21756507091177E-12	11.7544995271105	3.20724443187924E-12	2.43101174207418E-12	12.2455627679432	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	2.20445755877208E-13	2.44755029087421E-11	341.678241835026	7.40061693747313E-13	7.28153166338497E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
61	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
62	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
63	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
64	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
65	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
66	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
67	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
68	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
69	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
70	8E-13	1E10	1E10	1E-30	1.31575703026907E-10	1E10	1E-30	1E10	0.237641882272248	8.80586539938922E-12	2.3613286602529E-12	14.798038157602	1.84557653490554E-12	6.39421237309954E-12	29.3750590796616	1.96368484529077E-12	3.58181573823539E-12	21.5648547468387	8.30362877706453E-13	8.17001290190201E-12	58.9282752712385	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
71	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
72	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
73	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
74	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
75	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
76	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
77	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
78	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
79	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
80	9E-13	1E10	1E10	1E-30	1.42460855897548E-10	1E10	1E-30	1E10	0.227037944020778	7.34390166648485E-11	3.26821973850759E-13	1.28885524380521	1.51972207981587E-11	1.3225715308888E-12	4.0548869325345	1.85583425440678E-12	7.05008224216915E-12	30.7594629629955	1.23900137538066E-12	5.17729891952912E-12	32.6397284729707	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
81	1E-12	1E10	1E10	1E-30	1.61064136216572E-10	1E10	1E-30	1E10	0.315439000946444	3.37760470288306E-11	6.56135017144035E-13	2.69280027411316	2.9800106788861E-12	4.11029333756096E-12	16.1427956362566	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
82	1E-12	1E10	1E10	1E-30	1.61064136216572E-10	1E10	1E-30	1E10	0.315439000946444	3.37760470288306E-11	6.56135017144035E-13	2.69280027411316	2.9800106788861E-12	4.11029333756096E-12	16.1427956362566	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
83	1E-12	1E10	1E10	1E-30	1.61064136216572E-10	1E10	1E-30	1E10	0.315439000946444	3.37760470288306E-11	6.56135017144035E-13	2.69280027411316	2.9800106788861E-12	4.11029333756096E-12	16.1427956362566	1.29739371123542E-12	5.94433450402926E-12	34.1779914846774	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10
